businessID,businessName,contactType,contactDate,notes,createdAt
39,"Clayton, Pineda and Patterson",Phone,2023-10-14,Start whether itself plan.,2022-01-12T05:21:00
40,"Henderson, Jackson and Griffin",Email,2022-04-08,Along street fly.,2020-09-07T23:28:32
41,Campbell Inc,In-person,2023-06-01,Cut choice well most story.,2021-03-26T02:07:59
42,"Cortez, Lawrence and Mccullough",Email,2022-03-26,Beyond measure that green door.,2024-07-17T06:03:34
43,Martinez PLC,Phone,2022-06-01,Poor do really artist store kitchen draw.,2024-07-22T09:32:54
44,Powers-Bryant,In-person,2023-06-04,Thought way cultural plant law position.,2021-01-30T17:09:49
45,Flores-Ramirez,Phone,2020-05-17,Institution heart cover available traditional star.,2023-05-02T14:12:12
46,Williams PLC,Phone,2021-10-30,Lead serious save authority should.,2023-12-30T16:32:02
47,"Quinn, Gibson and Rocha",Email,2020-05-11,Born explain term lot.,2022-12-09T22:53:33
48,"Frye, Stewart and Austin",Phone,2024-03-05,Low decision real central election future imagine.,2021-12-25T05:59:19
49,Watson Group,Phone,2021-05-24,Soon five hard book practice area.,2021-07-29T03:23:59
50,Patel-Lawrence,Phone,2020-11-12,Even artist media be which per goal table.,2020-11-29T03:12:38
51,Rodriguez-Bell,Phone,2020-10-18,Note each reveal far.,2023-06-08T00:53:24
52,Baird-Beard,In-person,2024-01-21,Idea top far third interview machine.,2023-10-16T18:55:52
53,Nelson-Johnson,Phone,2024-02-21,Time particular Mr key measure final.,2023-10-13T04:40:34
54,Baker LLC,Email,2022-08-25,Increase would candidate school ready.,2020-11-26T13:42:02
55,Robertson Ltd,In-person,2023-04-24,Possible half music also perform Democrat.,2021-03-21T01:33:47
56,Taylor-Gould,Email,2022-01-29,Smile recognize phone last Democrat.,2023-08-07T22:14:39
57,"Thomas, Rodriguez and Woodard",Phone,2022-10-05,Become factor it assume.,2021-06-04T16:31:35
58,"Chen, Patel and Jefferson",In-person,2023-05-06,Happy trade personal name management.,2021-08-24T21:05:18
59,Lambert LLC,In-person,2020-10-11,Detail century red.,2020-05-06T02:54:58
60,Smith-Gonzalez,Phone,2020-06-28,System direction leg maintain animal ten detail itself.,2020-08-09T05:16:42
61,"Velez, Flores and Torres",Phone,2020-04-25,Ahead consider put head you debate fund remember.,2023-09-18T15:35:45
62,"Terry, Cox and Smith",Email,2021-03-12,Evidence feeling walk.,2023-10-11T21:45:50
63,Brown-Ruiz,In-person,2021-07-27,Free your draw police number clear send.,2023-06-16T06:49:19
64,Martinez and Sons,Phone,2023-04-20,Radio old employee usually.,2021-07-11T07:37:26
65,Garrison Inc,Email,2021-04-28,Southern trip response improve stock shoulder voice.,2021-12-27T20:14:42
66,"Peterson, Williams and Mitchell",Email,2022-07-04,Hit image practice a heavy top.,2024-03-07T18:44:12
67,Coleman-Lee,Phone,2022-06-22,Another management agree choose edge yes.,2022-09-06T17:47:43
68,Cabrera-Rodriguez,Phone,2020-01-30,Newspaper grow nor you conference.,2023-12-19T12:44:40
69,Smith Group,In-person,2021-08-04,Fill drop expert vote police full.,2024-01-29T12:10:12
70,Martinez-Guzman,In-person,2020-12-25,Tree month energy wide second in answer.,2021-02-24T22:47:18
71,Crawford LLC,Email,2024-07-01,Hot civil worker forward exist manage future.,2021-11-26T18:33:05
72,Benjamin LLC,Email,2020-11-12,Worry above any together about help whatever.,2022-09-12T06:43:22
73,Allen Group,Email,2022-02-03,Week become group free organization.,2022-04-11T08:06:48
74,Patrick-Barber,In-person,2021-08-20,Receive mention kitchen hundred.,2021-02-28T06:38:25
75,Brown LLC,In-person,2024-02-19,Sort model with hospital know something effect.,2021-12-22T08:44:29
76,"Curry, Bell and Serrano",Email,2020-12-09,Such region bag control nation.,2022-08-18T01:23:12
77,Morgan Inc,Email,2022-09-15,Way series more decision anyone why result.,2024-03-31T13:36:04
78,Butler Inc,In-person,2024-04-02,Wear join window.,2022-07-02T05:48:25
79,Porter-Cooper,Phone,2024-07-11,Early tax situation area tonight.,2021-09-28T17:38:01
80,Schmidt-Higgins,In-person,2022-11-22,Follow yourself effect evening world voice natural.,2021-01-18T06:36:15
81,"Carroll, Davis and Rogers",In-person,2024-03-19,Culture simply wish.,2021-08-01T13:14:45
82,Turner-Cherry,Phone,2024-05-10,All poor law sort discussion human.,2021-12-26T03:51:56
83,Macias Inc,In-person,2023-08-17,Stage chance artist begin every.,2023-07-27T18:09:51
84,Patel LLC,In-person,2023-03-15,Surface thousand heavy agreement morning.,2020-09-01T19:46:56
85,Davis PLC,In-person,2020-11-21,Ready yes record quite charge.,2023-10-16T11:48:46
86,"Valdez, Marshall and Conner",Phone,2024-03-11,Stage fact head.,2021-11-14T18:41:07
87,Moore-Fox,Phone,2024-02-22,Heavy I involve model despite surface.,2023-02-23T21:27:31
88,Peters-Wilson,Email,2022-08-08,Hotel someone our down write.,2022-11-06T07:23:23
89,Caldwell-Warren,Email,2023-01-08,Rock hotel least each professor seven lot.,2024-04-10T04:09:16
90,Benton-Williams,In-person,2021-01-04,Artist eye today seem they.,2023-06-04T19:13:56
91,Baker LLC,Email,2021-03-21,Pm political allow authority trade.,2021-12-25T21:57:33
92,"Morris, Murphy and Lester",In-person,2020-06-22,Building stop approach.,2023-09-19T20:41:39
93,"Brown, Mendoza and Shaw",Phone,2022-07-20,Security director throughout claim quickly view sound.,2020-05-16T15:29:10
94,Velazquez-Thomas,In-person,2021-02-14,Article reality move thus few skill.,2022-03-13T22:03:51
95,Harris and Sons,In-person,2022-05-01,Accept upon team southern nation draw similar.,2020-05-19T23:21:44
96,"Fitzgerald, Hickman and Frank",Email,2021-12-12,Oil three move garden memory concern.,2024-02-11T15:02:55
97,Mendez Inc,Email,2022-09-26,Radio good these miss thank chance foreign.,2024-03-30T23:44:11
98,"Miller, Petersen and Knox",In-person,2021-10-09,Follow PM commercial degree skin anyone hundred short.,2023-02-13T22:04:51
99,Willis-Knapp,Phone,2024-05-23,Strong meet hundred control structure.,2022-03-11T09:11:51
100,Carney-Rogers,In-person,2020-10-19,Book today medical.,2020-11-17T11:16:27
101,Robinson Ltd,In-person,2022-10-21,Property power nor space.,2021-06-15T09:59:32
102,Douglas-Bartlett,Email,2023-04-13,Image listen idea they edge today way.,2023-04-02T08:54:42
103,Mcdonald PLC,Phone,2021-01-09,Hit challenge strategy yes miss us.,2023-06-24T19:29:22
104,"Hernandez, Carter and Koch",In-person,2022-02-19,Over international seat boy southern store himself.,2022-06-13T13:42:23
105,"Melendez, Nelson and Sutton",Email,2020-05-10,Training theory response difficult reason light.,2024-02-04T10:00:34
106,"Lambert, Vaughn and Sanchez",In-person,2020-12-10,Piece happen write indeed town cut.,2021-08-13T14:12:41
107,Lee Group,In-person,2020-04-12,Beyond might company imagine effort civil.,2020-01-11T19:59:55
108,Porter PLC,In-person,2023-12-25,View commercial two list policy clear and.,2022-09-26T06:23:53
109,Johnston-Grant,Email,2022-11-16,Those spend bring fact professional poor.,2022-03-07T14:45:44
110,"Gonzalez, Johnston and May",In-person,2020-03-06,Well such plan ever yes begin.,2020-04-13T08:30:07
111,"Herrera, Cantu and Beck",Phone,2020-06-02,To agent by east doctor none whole.,2021-06-05T16:25:18
112,"Miller, Warner and Myers",Phone,2022-05-03,Such use son prevent current send.,2023-06-23T19:39:04
113,Mitchell-Cooper,In-person,2020-09-01,Name product structure candidate Congress baby people.,2022-08-19T08:27:30
114,Jones-Pineda,In-person,2021-12-16,Throw structure style so.,2024-05-03T14:07:49
115,Hoover Group,Phone,2021-05-07,Feel high significant read recently leader relationship less.,2023-04-30T06:00:40
116,Ross Group,Email,2021-09-17,Guy back beyond medical participant nation.,2024-06-26T00:51:04
117,Johnson-Kirby,Phone,2022-02-08,Say grow year need produce morning study.,2023-09-16T18:58:56
118,"Hernandez, Weeks and Winters",Email,2024-05-27,Affect she kid source direction floor character.,2023-07-19T03:24:16
119,Thomas LLC,Phone,2023-04-13,Court the everyone.,2021-02-16T04:46:26
120,Carlson-Lozano,In-person,2023-12-08,Sometimes range guess address.,2022-12-17T01:44:14
121,Mercado and Sons,In-person,2024-04-13,Imagine school might son mission available nor child.,2021-09-03T09:12:07
122,Figueroa Group,Phone,2021-05-02,Movement need southern rich.,2021-09-27T13:32:10
123,"Fischer, Campbell and Figueroa",Email,2022-04-23,Deep they among democratic hand possible peace.,2023-02-10T14:50:26
124,"Palmer, Murphy and Nguyen",Phone,2020-09-23,Real get enough film difficult.,2022-10-09T13:13:24
125,Zamora Inc,Phone,2022-07-11,Until very wear century use.,2023-05-29T19:31:34
126,"Beltran, Smith and Lawrence",Email,2022-06-20,First agreement Congress population loss third condition.,2021-06-19T20:00:58
127,Glenn-Molina,In-person,2023-03-14,Country civil fast special old tough determine market.,2020-07-03T05:58:21
128,"Nolan, Hawkins and Gutierrez",In-person,2020-04-26,Before assume strong particular experience.,2021-09-05T15:37:32
129,Smith-Williams,Phone,2022-05-17,Rock drive right walk wall late feel.,2024-05-07T07:24:57
130,"Neal, Alvarez and Phillips",Email,2022-07-19,Your decade two final.,2022-09-11T07:26:36
131,"Garcia, Anderson and Martinez",Phone,2023-05-31,Almost seek art send value six.,2020-01-27T05:41:47
132,Wallace-Mckinney,Phone,2021-12-25,Prove amount report own five design significant care.,2023-10-03T00:18:51
133,Wilson Ltd,Phone,2024-07-20,Born security interview attorney us beautiful.,2021-05-12T23:15:02
134,Nguyen PLC,In-person,2024-04-17,Cold important clearly.,2020-07-27T15:04:40
135,"Washington, Elliott and Harris",In-person,2022-12-21,Father someone later network throughout fire poor.,2020-09-22T05:43:56
136,Cowan-Brown,Phone,2024-03-19,Record thought mother early lead car.,2022-12-08T07:04:01
137,Vance-Higgins,Email,2024-03-23,Long perhaps admit former significant.,2022-06-06T20:04:06
138,"Powers, Barker and Baker",Phone,2023-07-29,Answer PM ground unit perform responsibility room.,2021-01-22T02:26:34
139,Vance and Sons,Phone,2021-09-23,Adult house night less Mr record true size.,2021-12-29T09:19:42
140,Figueroa PLC,Email,2024-04-28,Up be upon relate.,2022-04-23T04:43:18
141,Jones-Roberts,Email,2022-01-12,Continue threat development suffer.,2020-02-19T09:02:33
142,"Steele, Thompson and Wilson",Phone,2023-03-18,Under collection including same on like.,2022-04-29T09:09:31
143,"Boyer, Hall and Hernandez",Phone,2021-09-29,Become trip at quickly somebody.,2020-03-17T21:34:40
144,Brown-Thompson,In-person,2023-02-12,Product report in rock language standard million.,2024-03-21T11:08:01
145,Mcneil LLC,In-person,2024-03-04,Allow hand less agency decade new itself.,2021-03-11T05:39:31
146,"Wheeler, Anderson and Delgado",Phone,2022-02-18,Particularly southern far perform dinner leader sometimes.,2021-11-17T00:03:27
147,Wilkins Group,In-person,2024-02-06,Change right difference hard picture.,2021-07-21T14:07:38
148,Spencer-Perez,Email,2020-04-15,Event three small drop body.,2022-08-22T07:40:13
149,Glenn Group,Phone,2021-12-27,House foot serious through themselves life reflect.,2021-11-15T11:46:26
150,Griffin-Hernandez,In-person,2022-08-20,Since pay item character education.,2020-01-09T13:40:35
151,"Bradley, Montgomery and Peterson",In-person,2022-02-19,Time dark political exist heart sister lose.,2022-06-08T15:48:02
152,Arias and Sons,In-person,2021-07-02,Lose near necessary.,2021-12-20T02:45:16
153,"Johnston, Alexander and Hensley",Phone,2022-03-17,Natural local something happen marriage each.,2022-07-23T09:25:29
154,"Harris, Banks and Lloyd",Phone,2022-03-30,Go state land mouth concern style last.,2023-10-19T20:34:50
155,Smith Ltd,Phone,2021-05-25,Service lead produce seat some everyone case.,2024-02-22T06:10:56
156,Morrison Ltd,In-person,2023-07-28,Director enjoy fund guess moment.,2022-09-29T09:02:39
157,Sharp PLC,In-person,2021-11-21,Responsibility fill produce stand build international experience.,2020-09-13T15:04:11
158,"Taylor, Lee and Bowen",In-person,2023-09-08,Set score think manager open Mr.,2020-06-16T02:25:18
159,"Kim, Hahn and Everett",Phone,2022-02-28,Site push number arm.,2021-10-13T10:45:08
160,Peterson Group,Phone,2024-07-02,Ten top subject degree arm.,2022-07-14T14:05:13
161,Smith Group,In-person,2023-10-08,Sense suddenly heavy economic since.,2022-10-04T04:30:56
162,Caldwell PLC,Email,2023-05-24,Both thank per trip executive likely nor.,2021-05-07T11:44:20
163,"Chambers, Hayden and Ashley",Email,2023-12-27,Tough television half issue crime why.,2020-05-05T17:01:22
164,Brown-Hubbard,Phone,2024-06-22,Beat business particularly government music.,2020-02-23T15:54:21
165,"Russell, Young and Smith",In-person,2022-04-22,Player drop will check say.,2022-06-01T02:20:06
166,Alexander Ltd,In-person,2022-07-16,Close politics throw staff idea century if.,2020-11-25T08:33:18
167,Jones and Sons,In-person,2021-02-24,Cut need write.,2023-08-24T10:20:42
168,Bond-Chaney,In-person,2022-01-13,By seem treat agree many color.,2022-05-08T10:08:13
169,"Beasley, Wilson and Bates",Phone,2020-09-09,Never hospital may.,2022-09-29T03:39:22
170,Rodriguez-Mendoza,Email,2020-08-07,Child it local.,2024-05-24T20:20:56
171,"Todd, Olson and Sanchez",Email,2020-01-26,Design lead record suddenly must risk member.,2021-11-12T21:51:07
172,Koch PLC,Email,2023-03-13,Dinner again dog fire.,2023-10-12T12:14:47
173,Munoz PLC,Phone,2021-05-04,Property until provide mother happy grow few task.,2021-08-27T12:27:57
174,"Johnson, Mcdowell and Torres",In-person,2022-02-22,Believe professor Congress every defense could hard.,2024-04-02T08:33:05
175,Lopez Inc,In-person,2023-05-17,Back large around game true certainly run.,2020-02-15T18:54:52
176,Vega-Weeks,Phone,2022-01-22,Rest sport say blood west.,2022-10-11T02:50:53
177,Lawson PLC,Email,2020-08-13,Only small spend.,2020-08-23T15:37:06
178,Kirby Inc,In-person,2022-12-14,Drug phone continue might figure of.,2020-05-05T07:57:36
179,"Carpenter, Sellers and Rojas",Phone,2022-07-02,Simply hour move budget.,2021-01-03T06:01:42
180,Miller-Lewis,In-person,2023-11-20,Whatever natural share Republican instead.,2023-10-21T07:07:43
181,"Hall, Malone and Fowler",In-person,2023-09-18,Sister officer these officer.,2020-07-16T10:52:06
182,"Thomas, Stewart and Roman",Phone,2021-07-26,Color use recently tax.,2023-09-30T03:56:21
183,"Harris, Johnson and Keller",Phone,2020-06-18,Five face feeling box heart speech police respond.,2023-10-12T22:54:16
184,White Inc,Email,2024-05-16,Keep wide house seat democratic strong medical.,2020-11-15T19:15:55
185,Hansen-Johnson,Email,2022-03-12,House meet east leader half need plant.,2022-04-27T21:59:50
186,Herrera-Mack,In-person,2021-06-24,Plan subject national need summer able week.,2021-08-27T22:45:08
187,Phillips LLC,Email,2023-08-25,Image discussion add when call.,2024-04-27T17:03:46
188,Lambert PLC,Email,2023-02-24,This animal series her research behavior you time.,2021-12-02T01:02:32
189,Lewis-Mcdonald,In-person,2024-01-24,Generation little foreign.,2024-01-31T07:16:50
190,Glass-Torres,Phone,2023-12-09,Like long part several.,2023-09-27T20:54:43
191,Taylor Ltd,In-person,2021-08-11,Soldier scene ready assume.,2023-05-01T12:02:06
192,Castillo Inc,Phone,2021-08-19,Base surface future language.,2021-12-28T13:45:21
193,Mcclure-Gray,In-person,2024-03-20,Enter over itself also.,2023-08-06T07:28:37
194,"Norris, Mcbride and Harris",In-person,2023-01-23,Day dog better rock end look cold.,2021-06-29T17:30:35
195,Johnson-Copeland,Email,2023-02-10,Near interview decision thousand probably hard point.,2023-01-08T20:10:38
196,Brown-Montgomery,Email,2022-07-21,Run why series yes decide those pressure.,2022-02-14T20:02:21
197,"Wong, Sandoval and Lopez",Phone,2024-01-28,Three senior article collection father enough.,2020-10-04T23:11:34
198,Ho LLC,Email,2021-12-26,Peace drive effect floor sure.,2023-04-28T21:50:19
199,Kelly Group,Phone,2021-08-20,Religious far nice most street call consumer.,2020-09-10T13:02:56
200,Davis-Sloan,In-person,2023-03-24,Medical official skin medical point last idea marriage.,2023-03-18T01:29:27
